Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2e per kWh,606.0,,
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Fossil,MtCO2e,3.01,0.08,2.73
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2017,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand,Demand,TWh,5.06,0.06,1.2
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,3.98,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,%,9.49,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,90.51,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",%,1.19,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,9.49,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,%,4.35,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,%,8.3,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,0.48,0.05,11.63
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,4.58,0.01,0.22
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",TWh,0.06,0.01,20.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,0.48,0.05,11.63
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,TWh,0.22,0.01,4.76
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,TWh,0.42,0.04,10.53
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,%,1.19,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,%,4.35,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,%,90.51,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,%,0.0,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,%,3.95,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,0.06,0.01,20.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,TWh,0.22,0.01,4.76
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,TWh,4.58,0.01,0.22
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,TWh,0.2,0.03,17.65
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Total,Total generation,TWh,5.06,0.06,1.2
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity imports,Electricity imports,Net imports,TWh,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Fossil,MtCO2e,3.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2e per kWh,598.81,,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Fossil,MtCO2e,3.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2018,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand,Demand,TWh,5.15,0.09,1.78
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,4.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,%,10.1,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,89.9,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",%,1.17,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,10.1,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,%,4.66,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,%,8.93,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,0.52,0.04,8.33
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,4.63,0.05,1.09
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",TWh,0.06,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,0.52,0.04,8.33
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,TWh,0.24,0.02,9.09
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,TWh,0.46,0.04,9.52
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,%,1.17,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,%,4.66,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,%,89.9,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,%,0.0,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,%,4.27,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,0.06,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,TWh,0.24,0.02,9.09
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,TWh,4.63,0.05,1.09
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,TWh,0.22,0.02,10.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Total,Total generation,TWh,5.15,0.09,1.78
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity imports,Electricity imports,Net imports,TWh,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Fossil,MtCO2e,3.05,0.04,1.33
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2e per kWh,596.12,,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Fossil,MtCO2e,3.05,0.04,1.33
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2019,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand,Demand,TWh,4.85,-0.3,-5.83
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,3.72,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,%,12.37,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,87.63,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",%,1.24,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,12.37,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,%,4.95,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,%,11.13,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,0.6,0.08,15.38
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Coal,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,4.25,-0.38,-8.21
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,"Hydro, bioenergy and other renewables",TWh,0.06,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,0.6,0.08,15.38
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind,TWh,0.24,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Aggregate fuel,Wind and solar,TWh,0.54,0.08,17.39
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,%,1.24,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,%,4.95,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,%,87.63,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,%,0.0,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,%,6.19,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,0.06,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Gas,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hard coal,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Hydro,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Lignite,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Onshore wind,TWh,0.24,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other fossil,TWh,4.25,-0.38,-8.21
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Other renewables,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Fuel,Solar,TWh,0.3,0.08,36.36
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity generation,Total,Total generation,TWh,4.85,-0.3,-5.83
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Electricity imports,Electricity imports,Net imports,TWh,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Fossil,MtCO2e,2.8,-0.25,-8.2
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Aggregate fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2e per kWh,581.44,,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Clean,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Coal,MtCO2e,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Fossil,MtCO2e,2.8,-0.25,-8.2
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,"Hydro, bioenergy and other renewables",MtCO2e,0.01,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Renewables,MtCO2e,0.02,0.0,0.0
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind,MtCO2e,0.0,0.0,
Cyprus,CYP,2020,Country or economy,Europe,Europe,1.0,0.0,0.0,0.0,0.0,Power sector emissions,Fuel,Wind and solar,MtCO2e,0.01,0.0,0.0
